#Non-parametric morphology statistics and PC values for CANDELS (UDS/GOODS-S/COSMOS)
#galaxies
#pGX refers to the probability of a galaxy being in group X
#ID RA DEC C_J ASYM_J M20_J GINI_J M_J I_J D_J LOGMASS PHOTZ GROUP PC1 PC2 PC3 PC4 PC5 PC6 PC7    pGoutlier pG0 pG1 pG2 pG4 pG5 pG6 pG8 pG9 
3324 	  34.492340 	  -5.259536 	               2.720000 	   0.390000 	  -1.210000 	   0.450000 	               0.132000 	   0.320000 	   0.203000 	  10.120000 	   1.527000 	 9 	1.418733 	0.672604 	2.176268 	-0.895031 	-0.255322 	0.542557 	0.675237 	  0.00 	  0.00 	  0.02 	  0.00 	  0.10 	  0.03 	  0.06 	  0.00 	  0.79 	
3325 	  34.487392 	  -5.258827 	               3.070000 	   0.080000 	  -1.740000 	   0.530000 	             -99.000000 	   0.014000 	   0.053000 	  10.660000 	   1.461000 	 6 	-1.894833 	-0.531383 	0.562827 	0.265717 	-0.186341 	-0.302459 	-0.212913 	  0.00 	  0.00 	  0.03 	  0.10 	  0.01 	  0.05 	  0.80 	  0.00 	  0.00 	
3341 	  34.423554 	  -5.258354 	               2.670000 	   0.100000 	  -1.630000 	   0.500000 	               0.044000 	   0.036000 	   0.066000 	  10.320000 	   1.579000 	 8 	-0.574904 	-0.049401 	0.212120 	-0.629655 	0.856395 	0.233887 	0.743501 	  0.00 	  0.01 	  0.02 	  0.08 	  0.02 	  0.06 	  0.12 	  0.62 	  0.06 	
3366 	  34.469410 	  -5.259954 	               3.740000 	   0.110000 	  -1.750000 	   0.610000 	             -99.000000 	   0.000000 	   0.080000 	  10.570000 	   1.767000 	 6 	-2.541199 	0.571916 	0.690384 	1.143619 	-0.239633 	-0.800216 	0.145870 	  0.00 	  0.08 	  0.04 	  0.00 	  0.00 	  0.17 	  0.68 	  0.01 	  0.03 	
3367 	  34.382538 	  -5.257989 	               2.610000 	   0.070000 	  -1.620000 	   0.480000 	             -99.000000 	   0.002000 	   0.038000 	  10.470000 	   1.441000 	 6 	-1.337516 	-1.246230 	0.504233 	-0.234136 	-0.397529 	0.110557 	-0.197728 	  0.00 	  0.00 	  0.01 	  0.10 	  0.06 	  0.00 	  0.74 	  0.00 	  0.08 	
3426 	  34.389938 	  -5.257975 	               3.300000 	   0.050000 	  -1.940000 	   0.580000 	               0.008000 	   0.003000 	   0.047000 	  10.930000 	   1.786000 	 0 	-1.873085 	0.791104 	-0.135431 	0.035887 	1.483896 	-0.471358 	0.644971 	  0.00 	  0.58 	  0.07 	  0.00 	  0.00 	  0.11 	  0.20 	  0.02 	  0.02 	
3519 	  34.375095 	  -5.258491 	               3.150000 	  -0.070000 	  -1.310000 	   0.440000 	               0.500000 	   0.731000 	   0.021000 	  10.670000 	   1.402000 	 5 	1.475029 	-0.359069 	-1.077069 	-1.011365 	0.020285 	-1.583620 	-0.153462 	  0.00 	  0.01 	  0.04 	  0.06 	  0.01 	  0.71 	  0.15 	  0.00 	  0.01 	
3565 	  34.493343 	  -5.257364 	               2.240000 	   0.110000 	  -1.420000 	   0.360000 	               0.324000 	   0.708000 	   0.123000 	  10.380000 	   1.598000 	 5 	2.283536 	-1.014989 	0.530466 	-1.799839 	0.435344 	-0.486178 	-0.634771 	  0.00 	  0.06 	  0.57 	  0.03 	  0.02 	  0.24 	  0.09 	  0.00 	  0.00 	
3575 	  34.261105 	  -5.256551 	               2.640000 	   0.060000 	  -1.660000 	   0.510000 	             -99.000000 	   0.000000 	   0.075000 	  10.060000 	   1.465000 	 6 	-1.529488 	-1.100922 	0.588613 	0.213816 	-0.162163 	-0.084654 	-0.054326 	  0.00 	  0.01 	  0.00 	  0.12 	  0.04 	  0.01 	  0.74 	  0.02 	  0.05 	
3653 	  34.418110 	  -5.256556 	               2.350000 	   0.050000 	  -1.550000 	   0.470000 	             -99.000000 	   0.000000 	   0.141000 	  10.070000 	   1.369000 	 6 	-0.805707 	-1.606979 	0.665103 	0.254526 	-0.211631 	0.359989 	-0.171966 	  0.00 	  0.00 	  0.00 	  0.06 	  0.14 	  0.00 	  0.61 	  0.01 	  0.19 	
3812 	  34.410992 	  -5.255293 	               3.320000 	  -0.040000 	  -0.850000 	   0.550000 	               0.100000 	   0.045000 	   0.076000 	  10.260000 	   1.702000 	 4 	0.268199 	0.274412 	-1.125817 	0.712947 	-0.802842 	-0.178606 	2.128698 	  0.00 	  0.00 	  0.01 	  0.08 	  0.60 	  0.06 	  0.09 	  0.05 	  0.12 	
3876 	  34.295292 	  -5.255308 	               2.880000 	   0.090000 	  -1.620000 	   0.480000 	               0.080000 	   0.044000 	   0.114000 	  10.660000 	   1.966000 	 8 	-0.251428 	0.017166 	0.120602 	-0.459412 	0.836222 	0.456090 	0.386251 	  0.00 	  0.01 	  0.04 	  0.08 	  0.06 	  0.01 	  0.09 	  0.57 	  0.16 	
3884 	  34.400532 	  -5.255544 	               3.010000 	   0.380000 	  -1.270000 	   0.480000 	               0.140000 	   0.298000 	   0.259000 	  10.830000 	   1.762000 	 9 	1.198212 	1.058236 	2.188291 	-0.283743 	-0.033904 	0.447078 	0.636518 	  0.00 	  0.03 	  0.00 	  0.00 	  0.04 	  0.00 	  0.12 	  0.00 	  0.80 	
4072 	  34.487068 	  -5.254351 	               4.230000 	   0.110000 	  -1.450000 	   0.480000 	               0.017000 	   0.034000 	   0.181000 	  10.200000 	   1.444000 	 9 	0.103009 	1.313231 	-0.261115 	0.270482 	0.064255 	0.726013 	-0.118519 	  0.00 	  0.00 	  0.00 	  0.41 	  0.08 	  0.00 	  0.08 	  0.08 	  0.35 	
4144 	  34.395916 	  -5.253645 	               3.680000 	   0.140000 	  -1.520000 	   0.490000 	             -99.000000 	   0.002000 	   0.207000 	  10.190000 	   1.480000 	 6 	-0.814177 	0.005946 	0.833938 	0.890411 	-0.721251 	0.494689 	-0.699296 	  0.00 	  0.02 	  0.05 	  0.01 	  0.06 	  0.03 	  0.61 	  0.12 	  0.10 	
4165 	  34.580788 	  -5.254190 	               4.170000 	   0.070000 	  -2.220000 	   0.610000 	             -99.000000 	   0.002000 	   0.010000 	  10.360000 	   1.798000 	 0 	-3.539756 	0.892772 	0.289887 	0.724294 	0.529085 	-1.076956 	-0.828849 	  0.00 	  0.02 	  0.05 	  0.00 	  0.00 	  0.15 	  0.55 	  0.00 	  0.22 	
